#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
1619,claim,3000605354,59,a friend learned  on an internet forum that damascus is the oldest continuously inhabited city in the world,not verified,active,55192,2609,248,2,1
1620,claim,1326122444,41,a friend learned  on an internet forum that mobile phone use in india is nearly 100%,not verified,active,424534,215756,62575,4028,1157
1621,claim,9789217394,59,a friend learned  on an internet forum that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,188439,56847,5610,965,332
1622,claim,4706561056,43,a friend learned  on an internet forum that vinyl record sales now surpass compact disc sales,not verified,active,945322,280269,41352,1385,394
1623,claim,9223148764,54,a friend learned  on an internet forum that about half of the world's population can access the web via a mobile device,not verified,under review,872840,325704,83528,59,6
1624,claim,6633526271,54,"a friend learned  on an internet forum that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,active,70480,10441,2927,85,17
1625,claim,2910691931,26,a friend learned  on an internet forum that half of retail purchases are now made through a mobile device,not verified,active,427839,204542,18758,1374,66
1626,claim,1821285330,11,a friend learned  on an internet forum that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,974421,377769,65908,782,415
1627,claim,7365956486,34,a friend learned  on an internet forum that badminton is the fastest ball and net sport in the world,not verified,active,363697,143107,3360,1449,250
1628,claim,7150997835,9,a friend learned  on an internet forum that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,banned,970396,99715,31822,313,11
1629,claim,7927445859,22,a friend learned  on an internet forum that a dog’s sense of smell is much more powerful than a human's,not verified,banned,889721,287349,106527,1279,260
1630,claim,9744477407,14,a friend learned  on an internet forum that footprints left on the moon won’t disappear as there is no wind,not verified,banned,608607,248852,90326,4131,1120
1631,claim,2308151172,58,a friend learned  on an internet forum that we only see the same side of the moon,not verified,active,373888,28584,10847,636,209
1632,claim,1426496932,8,a friend learned  on an internet forum that jupiter has the most moons,not verified,active,771095,502154,72133,746,4
1633,claim,5817740736,39,a friend learned  on an internet forum that the scottish were the first people to fry chicken,verified,active,877044,523238,95968,4860,1343
1634,claim,6058029562,51,a friend learned  on an internet forum that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,banned,151800,88188,318,808,108
1635,claim,8224061046,54,a friend learned  on an internet forum that antarctica is the only continent without any reptiles or snakes,not verified,active,428230,181998,7857,3242,2116
1636,claim,4898333558,17,a friend learned  on an internet forum that penguins can jump as high as 9 feet in the air,not verified,active,460544,194054,33463,3603,2088
1637,claim,6401619913,6,a friend learned  on an internet forum that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,886814,21254,3768,211,115
1638,claim,3346938321,25,a friend learned  on an internet forum that the eiffel tower leans away from the sun,not verified,under review,507722,206912,32240,3277,1367
1639,claim,5753093612,16,"a friend learned  on an internet forum that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,banned,437645,84419,4061,1278,457
1640,claim,6694122833,9,a friend learned  on an internet forum that the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,265589,34239,11929,254,84
1641,claim,2749805589,48,a friend learned  on an internet forum that black cats are good luck in britain and japan,not verified,banned,45347,701,159,4,0
1642,claim,2189786012,12,a friend learned  on an internet forum that there are billions of eggs produced commercially each year,not verified,active,747715,370878,52795,1008,175
1643,claim,2382361414,52,a friend learned  on an internet forum that the largest pair of eyes in the world belongs to the giant squid,not verified,active,400724,74520,18804,197,127
1644,claim,8039812614,27,a friend learned  on an internet forum that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,971451,594685,191594,447,287
1645,claim,7422084386,60,a friend learned  on an internet forum that the largest recorded snowflake was 15 inches wide,not verified,active,18264,9157,3502,4,0
1646,claim,5909341251,24,a friend learned  on an internet forum that the opposite sides of dice will always equal 7,not verified,active,128608,25802,3690,73,31
1647,claim,7372607208,33,a friend learned  on an internet forum that bananas get their curved shape by growing towards the sun,not verified,active,335384,184205,48208,3209,851
1648,claim,9422619673,24,a friend learned  on an internet forum that frigate birds can sleep while flying,not verified,active,51697,17653,4126,71,40
1649,claim,4417029469,59,a friend learned  on an internet forum that the chicken is the closest relative to the t-rex,not verified,active,998911,584177,129714,8037,185
1650,claim,2700000806,22,a friend learned  on an internet forum that baby octopuses are the size of a flea,not verified,active,952570,308426,102587,625,384
1651,claim,1521490051,14,a friend learned  on an internet forum that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,356632,56205,21680,780,378
1652,claim,9821056346,27,a friend learned  on an internet forum that the human brain uses 20% of the body's oxygen,not verified,active,528398,95369,6152,1687,119
1653,claim,4730506694,24,a friend learned  on an internet forum that lemurs were previously the size of gorillas,not verified,active,608493,42504,14299,621,233
1654,claim,6646147854,51,"a friend learned  on an internet forum that every three seconds, there is a birth taking place somewhere in the world",not verified,under review,931339,87582,22238,260,15
1655,claim,2576602997,28,a friend learned  on an internet forum a claim that humans will live on mars by 2035,not verified,active,899347,343486,15147,1492,808
1656,claim,4934415263,30,"a friend learned  on an internet forum a claim that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,747801,32491,6798,806,72
1657,claim,3743882748,46,a friend learned  on an internet forum a claim that nucelear fission is now being used to produce electricity,not verified,active,708193,31515,3764,190,123
1658,claim,9097636584,51,a friend learned  on an internet forum a claim that there are 7100+ islands in the philippines,not verified,active,99711,22483,7284,145,10
1659,claim,2763919177,20,a friend learned  on an internet forum a claim that damascus is the oldest continuously inhabited city in the world,not verified,under review,576808,54421,16500,1127,525
1660,claim,8092130547,18,a friend learned  on an internet forum a claim that canada has the most lakes in the world,not verified,banned,62020,35039,5496,802,314
