Company,Valuation,Date Joined,Industry,City,Country/Region,Continent,Year Founded,Funding,Select Investors
PLACE,$1B,11/17/21,Internet software & services,Bellingham,United States,North America,2020,$100M,"Goldman Sachs Asset Management, 3L"
Placer.ai,$1B,1/12/22,Artificial intelligence,Los Altos,United States,North America,2016,$166M,"Fifth Wall Ventures, JBV Capital, Array Ventures"
Playco,$1B,9/21/20,Other,Tokyo,Japan,Asia,2020,$140M,"Sozo Ventures, Caffeinated Capital, Sequoia Capital"
Poizon,$1B,4/29/19,Mobile & telecommunications,Shanghai,China,Asia,2015,Unknown,"DST Global, Sequoia Capital China, Gaorong Capital"
PPRO,$1B,1/19/21,Fintech,London,United Kingdom,Europe,2006,$370M,"Wellington Management, Eurazeo, Citi Ventures"
Printful,$1B,5/24/21,Other,Charlotte,United States,North America,2016,$130M,Bregal Sagemount
Quantum Metric,$1B,1/7/21,Data management & analytics,Colorado Springs,United States,North America,2015,$226M,"Insight Partners, Bain Capital Ventures"
Quizlet,$1B,5/13/20,Edtech,San Francisco,United States,North America,2005,$62M,"Union Square Ventures, Altos Ventures, Costanoa Ventures"
RapidAPI,$1B,3/23/22,Internet software & services,San Francisco,United States,North America,2015,$273M,"Green Bay Ventures, M12, Andreessen Horowitz"
Razor,$1B,11/8/21,Consumer & retail,Berlin,Germany,Europe,2020,$167M,"Global Founders Capital, 468 Capital, Redalpine Venture Partners"
Red Ventures,$1B,1/7/15,Other,Fort Mill,United States,North America,2000,$250M,"Silver Lake Partners, General Atlantic"
REEF Technology,$1B,12/10/18,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,$2B,"Target Global, UBS Asset Management, Mubadala Capital"
ReliaQuest,$1B,12/1/21,Cybersecurity,Tampa,United States,North America,2007,$330M,"KKR, FTV Capital, Ten Eleven Ventures"
Revolution Precrafted,$1B,10/23/17,Other,Manila,Philippines,Asia,2015,$15M,"K2 Global, 500 Startups"
Rothy's,$1B,12/21/21,Consumer & retail,San Francisco,United States,North America,2016,$484M,"Alpargatas, GS Growth, Lightspeed Venture Partners"
SaltPay,$1B,4/9/21,Fintech,London,United Kingdom,Europe,2019,$1B,"Tiger Global Management, Hedosophia"
Savage X Fenty,$1B,2/10/21,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,$310M,"Speedinvest, Valar Ventures, Uniqa Ventures"
Scalapay,$1B,2/23/22,Fintech,Milan,Italy,Europe,2019,$416M,"Fasanara Capital, Tiger Global Management, Baleen Capital"
Scandit,$1B,2/9/22,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,$273M,"Atomico, NGP Capital, Google Ventures"
Sentry,$1B,2/18/21,Other,San Francisco,United States,North America,2011,$127M,"New Enterprise Associates, Accel, Bond"
Shield AI,$1B,8/24/21,Artificial intelligence,San Diego,United States,North America,2015,$328M,"Andreessen Horowitz, Homebrew, Point72 Ventures"
Shift Technology,$1B,5/6/21,Artificial intelligence,Paris,France,Europe,2014,$545M,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures"
ShipBob,$1B,6/29/21,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,$331M,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"
Shippo,$1B,6/2/21,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$154M,"Version One Ventures, Uncork Capital, Bessemer Venture Partners"
Sidecar Health,$1B,1/26/21,Fintech,El Segundo,United States,North America,2018,$163M,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures"
Sift,$1B,4/22/21,Artificial intelligence,San Francisco,United States,North America,2011,$157M,"Union Square Ventures, Insight Partners, Spark Capital"
Skydio,$1B,2/25/21,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,$340M,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
Slice,$1B,11/28/21,Fintech,Bengaluru,India,Asia,2015,$249M,"Gunosy Capital, Blume Ventures, Das Capital"
SmartAsset,$1B,6/24/21,Fintech,New York,United States,North America,2012,$161M,"Javelin Venture Partners, TTV Capital, Peterson Ventures"
SMS Assist,$1B,6/7/16,Internet software & services,Chicago,United States,North America,2003,$255M,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"
SnapLogic,$1B,12/13/21,Internet software & services,San Mateo,United States,North America,2006,$371M,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
Snorkel AI,$1B,8/9/21,Artificial intelligence,Palo Alto,United States,North America,2019,$135M,"Greylock Partners, Google Ventures, BlackRock"
Solo.io,$1B,10/7/21,Internet software & services,Cambridge,United States,North America,2017,$172M,"True Ventures, Altimeter Capital, Redpoint Ventures"
SoundHound,$1B,5/3/18,Artificial intelligence,Santa Clara,United States,North America,2005,$215M,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera"
Splashtop,$1B,1/27/21,Internet software & services,San Jose,United States,North America,2006,$114M,"Storm Ventures, DFJ DragonFund, New Enterprise Associates"
Standard,$1B,2/17/21,Artificial intelligence,San Francisco,United States,North America,2017,$239M,"CRV, Y Combinator, Initialized Capital"
Stytch,$1B,11/18/21,Cybersecurity,San Francisco,United States,North America,2020,$126M,"Index Ventures, Benchmark, Thrive Capital"
Swile,$1B,10/11/21,Fintech,Montpellier,France,Europe,2016,$326M,"Index Ventures, IDInvest Partners, Daphni"
Tarana Wireless,$1B,3/23/22,Mobile & telecommunications,Milpitas,United States,North America,2009,$376M,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
TechStyle Fashion Group,$1B,8/29/14,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,$336M,"Matrix Partners, Passport Capital, Rho Ventures"
TensTorrent,$1B,5/5/21,Artificial intelligence,Toronto,Canada,North America,2016,$235M,"Eclipse Ventures, Fidelity Investments, Moore Capital Management"
TERMINUS Technology,$1B,10/25/18,Hardware,Beijing,China,Asia,2015,$623M,"China Everbright Limited, IDG Capital, iFLYTEK"
Tezign,$1B,11/2/21,Internet software & services,Shanghai,China,Asia,2015,$151M,"Sequoia Capital China, Linear Venture, Hearst Ventures"
The Zebra,$1B,4/12/21,E-commerce & direct-to-consumer,Austin,United States,North America,2012,$257M,"Silverton Partners, Accel, Ballast Point Ventures"
Thirty Madison,$1B,6/2/21,Health,New York,United States,North America,1993,$210M,"Northzone Ventures, Maveron, Johnson & Johnson Innovation"
Thought Machine,$1B,11/29/21,Fintech,London,United Kingdom,Europe,2014,$403M,"British Patient Capital, SEB Venture Capital, IQ Capital"
Timescale,$1B,2/22/22,Internet software & services,New York,United States,North America,2015,$181M,"New Enterprise Associates, Benchmark, Two Sigma Ventures"
Tractable,$1B,6/16/21,Artificial intelligence,London,United Kingdom,Europe,2014,$120M,"Insight Partners, Ignition Partners, Georgian Partners"
Tresata,$1B,10/10/18,Fintech,Charlotte,United States,North America,2011,$51M,GCP Capital Partners
TrialSpark,$1B,9/30/21,Health,New York,United States,North America,2014,$156M,"Sequoia Capital, Thrive Capital, Sound Ventures"
TrueLayer,$1B,9/21/21,Fintech,London,United Kingdom,Europe,2016,$271M,"Anthemis, Connect Ventures, Northzone Ventures"
Unico,$1B,8/3/21,Artificial intelligence,Sao Paulo,Brazil,South America,2007,$237M,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures"
Vagaro,$1B,11/3/21,Internet software & services,Dublin,United States,North America,2009,$163M,FTV Capital
Vedantu,$1B,9/29/21,Edtech,Bengaluru,India,Asia,2014,$292M,"Accel, Tiger Global Management, Omidyar Network"
Veev,$1B,2/24/22,Internet software & services,San Mateo,United States,North America,2008,$585M,"Zeev Ventures, Bond, Fifth Wall Ventures"
Vise,$1B,5/18/21,Fintech,New York,United States,North America,2016,$128M,"Sequoia Capital, Founders Fund, Bling Capital"
Visier,$1B,6/29/21,Internet software & services,Vancouver,Canada,North America,2010,$217M,"Foundation Capital, Summit Partners, Adams Street Partners"
VOI,$1B,12/21/21,Travel,Stockholm,Sweden,Europe,2018,$516M,"Vostok New Ventures, The Raine Group, Balderton Capital"
Vox Media,$1B,8/12/15,Internet software & services,Washington,United States,North America,2011,$308M,"Accel Partners, Comcast Ventures, General Atlantic"
VTS,$1B,5/7/19,Internet software & services,New York,United States,North America,2012,$187M,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"
Watershed,$1B,2/8/22,Internet software & services,San Francisco,United States,North America,2019,$70M,"Kleiner Perkins Caufield & Byers, Sequoia Capital"
Weights & Biases,$1B,10/13/21,Internet software & services,San Francisco,United States,North America,2017,$200M,"Coatue Management, Insight Partners, Trinity Ventures"
WeLab,$1B,11/8/17,Fintech,,Hong Kong,Asia,2013,$871M,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund"
Womai,$1B,10/12/15,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$330M,"SAIF Partners China, Baidu, IDG Capital"
Wrapbook,$1B,11/10/21,Fintech,New York,United States,North America,2018,$131M,"Equal Ventures, Uncork Capital, Andreessen Horowitz"
Xendit,$1B,9/14/21,Fintech,Jakarta,Indonesia,Asia,2014,$215M,"Accel, Y Combinator, Amasia"
XForcePlus,$1B,6/1/21,Internet software & services,Shanghai,China,Asia,2015,$200M,"Eastern Bell Capital, Danhua Capital, MSA Capital"
YH Global,$1B,9/21/17,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,$182M,"Co-Energy Finance, Grandland"
YipitData,$1B,12/6/21,Internet software & services,New York,United States,North America,2008,$492M,"RRE Ventures+, Highland Capital Partners, The Carlyle Group"
Yunxuetang,$1B,3/29/21,Edtech,Suzhou,China,Asia,2011,$389M,"Matrix Partners China, Sequoia Capital China, Hundreds Capital"
Zhaogang,$1B,6/29/17,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$379M,"K2 Ventures, Matrix Partners China, IDG Capital"
Zhuan Zhuan,$1B,4/18/17,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$990M,"58.com, Tencent Holdings"
Zihaiguo,$1B,5/6/21,Consumer & retail,Chongqing,China,Asia,2018,$80M,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China"
Zopa,$1B,10/19/21,Fintech,London,United Kingdom,Europe,2005,$792M,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures"
Zwift,$1B,9/16/20,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,$620M,"Novator Partners, True, Causeway Media Partners"
